序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
101,"FD
70°防火阀",FD,800*200,GB15930-2007,1,个,263,263,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
102,"FD
70°防火阀",FD,630*320,GB15930-2007,3,个,262,786,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
103,"FD
70°防火阀",FD,2500*500,GB15930-2007,1,个,896,896,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
104,"FD
70°防火阀",FD,1600*1600,GB15930-2007,1,个,1407,1407,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
105,"FD
70°防火阀",FD,800*160,GB15930-2007,1,个,252,252,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
106,"FD
70°防火阀",FD,1250*1000,GB15930-2007,1,个,676,676,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
107,"FD
70°防火阀",FD,1000*500,GB15930-2007,3,个,391,1173,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
108,"FD
70°防火阀",FD,1600*630,GB15930-2007,3,个,636,1908,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
109,"FD
70°防火阀",FD,630*400,GB15930-2007,1,个,282,282,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
110,"FD
70°防火阀",FD,1600*1000,GB15930-2007,2,个,782,1564,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
111,"FD
70°防火阀",FD,800*630,GB15930-2007,1,个,381,381,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
112,"FD
70°防火阀",FD,800*500,GB15930-2007,3,个,345,1035,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
113,"FD
70°防火阀",FD,1600*800,GB15930-2007,3,个,703,2109,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
114,"FD
70°防火阀",FD,1600*750,GB15930-2007,1,个,684,684,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
115,"FD
70°防火阀",FD,1250*320,GB15930-2007,1,个,386,386,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
116,"FD
70°防火阀",FD,1000*320,GB15930-2007,2,个,336,672,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
117,"FD
70°防火阀",FD,630*250,GB15930-2007,14,个,245,3430,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
118,"FD
70°防火阀",FD,1250*630,GB15930-2007,1,个,492,492,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
119,"FD
70°防火阀",FD,1600*500,GB15930-2007,1,个,585,585,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
120,"FD
70°防火阀",FD,2000*500,GB15930-2007,2,个,676,1352,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
121,"FD
70°防火阀",FD,400*500,GB15930-2007,1,个,254,254,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
122,"FD
70°防火阀",FD,850*250,GB15930-2007,1,个,286,286,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
123,"FD
70°防火阀",FD,1600*600,GB15930-2007,4,个,624,2496,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
124,"FD
70°防火阀",FD,1500*500,GB15930-2007,3,个,562,1686,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
125,"FD
70°防火阀",FD,2200*630,GB15930-2007,2,个,911,1822,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
126,"FD
70°防火阀",FD,1500*630,GB15930-2007,2,个,611,1222,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
127,"FD
70°防火阀",FD,750*250,GB15930-2007,3,个,267,801,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
128,"FD
70°防火阀",FD,750*320,GB15930-2007,1,个,286,286,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
129,"FD
70°防火阀",FD,400*250,GB15930-2007,2,个,201,402,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
130,"FD
70°防火阀",FD,1000*2000,GB15930-2007,1,个,1200,1200,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
131,"FD
70°防火阀",FD,900*2000,GB15930-2007,1,个,1140,1140,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
132,"FD
70°防火阀",FD,2500*400,GB15930-2007,1,个,828,828,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
133,"FD
70°防火阀",FD,700*200,GB15930-2007,1,个,245,245,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
134,"FD
70°防火阀",FD,900*1250,GB15930-2007,1,个,642,642,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
135,"FD
70°防火阀",FD,1250*1250,GB15930-2007,1,个,761,761,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
136,"FD
70°防火阀",FD,300*1800,GB15930-2007,1,个,735,735,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
137,"FD
70°防火阀",FD,3700*800,GB15930-2007,1,个,1544,1544,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
138,"FD
70°防火阀",FD,1800*320,GB15930-2007,2,个,554,1108,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
139,"FD
70°防火阀",FD,400*4000,GB15930-2007,2,个,1464,2928,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
140,"FD
70°防火阀",FD,900*800,GB15930-2007,2,个,455,910,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
141,"FD
70°防火阀",FD,600*200,GB15930-2007,16,个,227,3632,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
