序号,产品名称,型号,流量Q(m3/h),扬程H(m),转数,功率N(KW),数量,税率,单价,总价,品牌,备        注
0,耦合,DN50,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LCC-2ACS-3/B-BA,0,0,0,0,1,0,868,868,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
5,潜污泵,50WQC40-15-3,40,15,0,3,6,0.13,1301,7806,上海连成,"含耦合装置，2米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN50,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LCC-2ACS-3/B-BA,0,0,0,0,3,0,868,2604,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
6,潜污泵,50WQC40-15-3,40,15,0,3,4,0.13,1301,5204,上海连成,"含耦合装置，2米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN50,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LCC-2ACS-3/B,0,0,0,0,2,0,868,1736,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
7,潜污泵,65WQC40-23-5.5,40,23,0,5.5,4,0.13,1934,7736,上海连成,"含耦合装置，2米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN65,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LCC-2ACS-5.5/B-BA,0,0,0,0,2,0,868,1736,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
8,蓄水池排空泵,50WQC40-15-3,40,15,0,3,3,0.13,1499,4497,上海连成,"含耦合装置，4米标配导杆、吊链，12米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN50,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LCC-3HS-3/B-BA,0,0,0,0,1,0,1802,1802,上海连成,"一控三，四芯,主要器件国产，含三个浮球，（信号线12米）低液位停泵，高液位启一台泵，较高液位启两台泵，超高液位启3台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
9,人防潜水排污泵,50WQC15-22-2.2,15,22,0,2.2,11,0.13,1153,12683,上海连成,"含硬管弯头，12米四芯电缆，铸铁材质。,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,控制柜,LCC-1S-2.2/B-BA,0,0,0,0,11,0,540,5940,上海连成,"一控一，四芯,主要器件国产，含一个浮球，（信号线12米）低液位停泵，高液位启一台泵。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
1,潜水排污泵,FAB-C05 -25.035A/T025-538,8,22,/,2.5,16,0.13,5150,82400,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,16,0.13,0,0,0,含耦合
0,导杆,每根1.5m,0,0,0,0,16,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,16,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控二,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组2个浮球，控制线4m,0,0,0,0,8,0.13,58,464,0,0
2,潜水排污泵,FAB-C05 -25.035A/T025-538,10,22,/,2.5,2,0.13,5150,10300,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,2,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,2,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,2,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控二,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组2个浮球，控制线4m,0,0,0,0,1,0.13,58,58,0,0
3,潜水排污泵,FAB-C05 -25.035A/T025-538,15,20,/,2.5,2,0.13,5150,10300,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,2,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,2,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,2,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控二,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组2个浮球，控制线4m,0,0,0,0,1,0.13,58,58,0,0
4,潜水排污泵,潜污泵 FAB-C05 - 35.035A/T039-538,25,22,/,3.9,64,0.13,5893,377152,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,64,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,64,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,64,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控二,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组2个浮球，控制线4m,0,0,0,0,32,0.13,58,1856,0,0
5,潜水排污泵,潜污泵 FAB-C05 - 35.035A/T039-538,25,25,/,3.9,6,0.13,5893,35358,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,6,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,6,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,6,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控三,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组3个浮球，控制线6m,0,0,0,0,2,0.13,58,116,0,0
6,潜水排污泵,潜污泵 FAB-C06 - 29.060A/T050-538,36,25,/,5,6,0.13,6742,40452,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,6,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,6,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,6,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控二,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组2个浮球，控制线4m,0,0,0,0,3,0.13,58,174,0,0
7,潜水排污泵,潜污泵 FAB-C06 - 29.060A/T050-538,40,22,/,5,18,0.13,6742,121356,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,18,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,18,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,18,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控三,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组3个浮球，控制线6m,0,0,0,0,6,0.13,58,348,0,0
8,潜水排污泵,潜污泵 FAB-C06 - 23.058A/T025-538,46.3,15,/,2.5,4,0.13,5188,20752,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,4,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,4,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,4,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控四,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组4个浮球，控制线8m,0,0,0,0,1,0.13,58,58,0,0
9,潜水排污泵,FAG80C45.80/110 DM 耦合怯-标准,65,22,/,11,3,0.13,15532,46596,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,3,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,3,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,3,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控三,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组3个浮球，控制线6m,0,0,0,0,1,0.13,58,58,0,0
10,污水提升一体化装置,FAB-S03 -32.019A/T015-538,12,22,/,1.5,2,0.13,22276,44552,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,4,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,4,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,4,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控二,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组2个浮球，控制线4m,0,0,0,0,2,0.13,58,116,0,0
11,潜水排污泵（人防）,潜污泵 FAB-C05 - 25.035A/T025-538,15,20,/,2.5,1,0.13,4736,4736,0,含电缆10米，泵体材质：不锈钢，泵轴：不锈钢
0,自耦,0,0,0,0,0,1,0.13,0,0,0,含耦合
0,导杆,每个1.5m,0,0,0,0,1,0.13,0,0,0,镀锌
0,链条,每条不锈钢链条1.5m,0,0,0,0,1,0.13,0,0,0,不锈钢，包含卸扣
0,控制柜,一控一,0,0,0,0,0,0.13,0,0,0,自动交替；超高水位同时启动；带BA接口：只监不控（运行、停止、故障）/带高液位报警
0,浮球,一组1个浮球，控制线2m,0,0,0,0,1,0.13,0,0,0,0
12,手摇泵（人防）,CS-32H型,0,0,0,0,1,0.13,740,740,0,0
0,自耦,0,0,0,0,0,0,0.13,0,0,0,0
0,导杆,0,0,0,0,0,0,0.13,0,0,0,0
0,链条,0,0,0,0,0,0,0.13,0,0,0,0
0,控制柜,0,0,0,0,0,0,0.13,0,0,0,0
0,浮球,0,0,0,0,0,0,0.13,0,0,0,0
