序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
607,风阀,NRD,800*320,1.6mm,7,个,264,1848,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
608,风阀,NRD,800*800,1.6mm,1,个,409,409,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
609,风阀,NRD,900*320,1.6mm,1,个,286,286,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
610,风阀,VD,1120*320,1.6mm,1,个,285,285,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
611,风阀,VD,1200*800,1.6mm,1,个,456,456,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
612,风阀,VD,1250*1250,1.6mm,2,个,618,1236,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
613,风阀,VD,1250*320,1.6mm,1,个,310,310,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
614,风阀,VD,1350*800,1.6mm,1,个,495,495,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
615,风阀,VD,1600*500,1.6mm,1,个,447,447,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
616,风阀,VD,400*160,1.6mm,1,个,112,112,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
617,风阀,VD,400*200,1.6mm,1,个,120,120,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
618,风阀,VD,630*250,1.6mm,1,个,173,173,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
619,风阀,VD,630*320,1.6mm,3,个,190,570,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
620,风阀,VD,700*200,1.6mm,1,个,173,173,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
621,风阀,VD,800*200,1.6mm,3,个,191,573,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
622,风阀,VD,800*320,1.6mm,7,个,223,1561,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
623,风阀,VD,900*320,1.6mm,1,个,242,242,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
624,风阀,BED（150℃）,1250*500,1.8mm,1,个,1897,1897,扬州新扬,半自动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
625,风阀,BED（150℃）,1800*700,1.8mm,1,个,3032,3032,扬州新扬,半自动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
626,风阀,BED（150℃）,1800*800,1.8mm,1,个,3212,3212,扬州新扬,半自动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
627,风阀,FD（150℃）,1000*400,1.8mm,1,个,1346,1346,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
628,风阀,FD（150℃）,1000*500,1.8mm,1,个,1474,1474,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
629,风阀,FD（150℃）,1000*800,1.8mm,1,个,1858,1858,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
630,风阀,FD（150℃）,1200*1200,1.8mm,1,个,2719,2719,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
631,风阀,FD（150℃）,1200*500,1.8mm,1,个,1666,1666,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
632,风阀,FD（150℃）,1200*650,1.8mm,1,个,1877,1877,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
633,风阀,FD（150℃）,1200*800,1.8mm,1,个,2089,2089,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
634,风阀,FD（150℃）,1250*400,1.8mm,1,个,1570,1570,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
635,风阀,FD（150℃）,1250*500,1.8mm,1,个,1714,1714,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
636,风阀,FD（150℃）,1250*630,1.8mm,1,个,1901,1901,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
637,风阀,FD（150℃）,1400*400,1.8mm,1,个,1705,1705,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
638,风阀,FD（150℃）,1600*400,1.8mm,1,个,1884,1884,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
639,风阀,FD（150℃）,1600*500,1.8mm,1,个,2050,2050,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
640,风阀,FD（150℃）,2200*500,1.8mm,1,个,2693,2693,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
641,风阀,FD（150℃）,2300*650,1.8mm,1,个,3106,3106,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
642,风阀,FD（150℃）,250*250,1.8mm,1,个,554,554,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
643,风阀,FD（150℃）,400*200,1.8mm,1,个,629,629,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
644,风阀,FD（150℃）,500*1000,1.8mm,1,个,1474,1474,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
645,风阀,FD（150℃）,500*200,1.8mm,1,个,706,706,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
646,风阀,FD（150℃）,630*320,1.8mm,1,个,931,931,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
647,风阀,FD（150℃）,630*630,1.8mm,1,个,1255,1255,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
648,风阀,FD（150℃）,650*2100,1.8mm,1,个,2895,2895,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
649,风阀,FD（150℃）,800*320,1.8mm,1,个,1075,1075,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
650,风阀,FD（150℃）,800*400,1.8mm,1,个,1167,1167,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
651,风阀,FD（150℃）,800*800,1.8mm,1,个,1628,1628,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
652,风阀,NRD,1000*800,1.6mm,1,个,470,470,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
653,风阀,NRD,1120*320,1.6mm,1,个,335,335,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
654,风阀,NRD,1200*650,1.6mm,1,个,475,475,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
655,风阀,NRD,1250*1250,1.6mm,1,个,716,716,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
656,风阀,NRD,1250*320,1.6mm,1,个,364,364,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
657,风阀,NRD,1250*500,1.6mm,1,个,432,432,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
658,风阀,NRD,400*160,1.6mm,1,个,138,138,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
659,风阀,NRD,400*200,1.6mm,1,个,147,147,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
660,风阀,NRD,630*250,1.6mm,1,个,207,207,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
661,风阀,NRD,630*320,1.6mm,1,个,227,227,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
662,风阀,NRD,630*630,1.6mm,1,个,311,311,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
663,风阀,NRD,700*200,1.6mm,1,个,208,208,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
664,风阀,NRD,800*200,1.6mm,1,个,228,228,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
665,风阀,NRD,800*320,1.6mm,1,个,264,264,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
666,风阀,NRD,800*800,1.6mm,1,个,409,409,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
667,风阀,NRD,900*320,1.6mm,1,个,286,286,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
668,风阀,VD,1120*320,1.6mm,1,个,285,285,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
669,风阀,VD,1200*800,1.6mm,1,个,456,456,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
670,风阀,VD,1250*1250,1.6mm,1,个,618,618,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
671,风阀,VD,1250*320,1.6mm,1,个,310,310,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
672,风阀,VD,1350*800,1.6mm,1,个,495,495,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
673,风阀,VD,1600*500,1.6mm,1,个,447,447,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
674,风阀,VD,400*160,1.6mm,1,个,112,112,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
675,风阀,VD,400*200,1.6mm,1,个,120,120,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
676,风阀,VD,630*250,1.6mm,1,个,173,173,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
677,风阀,VD,630*320,1.6mm,1,个,190,190,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
678,风阀,VD,700*200,1.6mm,1,个,173,173,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
679,风阀,VD,800*200,1.6mm,1,个,191,191,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
680,风阀,VD,800*320,1.6mm,1,个,223,223,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
681,风阀,VD,900*320,1.6mm,1,个,242,242,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
682,风口,70℃防火风口（带控制装置）,320*320,2mm,13,个,470,6110,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
683,风口,AH,1000*1000,,1,个,375,375,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
684,风口,AH,1000*1250,,1,个,459,459,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
685,风口,AH,1000*1500,,1,个,543,543,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
686,风口,AH,1000*1600,,1,个,576,576,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
687,风口,AH,1000*320,,1,个,148,148,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
688,风口,AH,1000*400,,9,个,175,1575,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
689,风口,AH,1000*500,,6,个,208,1248,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
690,风口,AH,1000*600,,1,个,242,242,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
691,风口,AH,1000*800,,94,个,309,29046,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
692,风口,AH,1050*320,,1,个,154,154,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
693,风口,AH,1050*750,,1,个,305,305,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
694,风口,AH,120*100,,28,个,28,784,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
695,风口,AH,1200*200,,40,个,124,4960,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
696,风口,AH,1200*3500,,2,个,1436,2872,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
697,风口,AH,1200*800,,5,个,363,1815,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
698,风口,AH,1250*1000,,1,个,459,459,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
699,风口,AH,1250*1250,,2,个,562,1124,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
700,风口,AH,1250*1600,,1,个,707,707,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
701,风口,AH,1250*500,,2,个,252,504,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
702,风口,AH,1250*630,,4,个,306,1224,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
703,风口,AH,1400*1250,,1,个,624,624,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
704,风口,AH,1400*1600,,1,个,786,786,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
705,风口,AH,1500*1000,,116,个,543,62988,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
706,风口,AH,1500*200,,26,个,149,3874,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
707,风口,AH,160*120,,146,个,32,4672,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
708,风口,AH,1600*1000,,1,个,576,576,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
709,风口,AH,1600*1250,,1,个,707,707,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
710,风口,AH,1600*800,,12,个,472,5664,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
711,风口,AH,1800*300,,1,个,233,233,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
712,风口,AH,200*150,,9,个,37,333,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
713,风口,AH,200*200,,500,个,41,20500,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
714,风口,AH,200*400,,1,个,58,58,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
715,风口,AH,2000*1000,,1,个,710,710,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
716,风口,AH,2000*1200,,2,个,840,1680,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
717,风口,AH,2000*800,,1,个,580,580,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
718,风口,AH,2200*1600,,1,个,1204,1204,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
719,风口,AH,250*150,,314,个,40,12560,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
720,风口,AH,2800*1000,,1,个,978,978,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
721,风口,AH,300*600,,1,个,95,95,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
722,风口,AH,320*120,,20,个,41,820,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
723,风口,AH,320*500,,1,个,87,87,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
724,风口,AH,320*630,,1,个,103,103,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
725,风口,AH,350*150,,14,个,47,658,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
726,风口,AH,400*1000,,2,个,175,350,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
727,风口,AH,400*1250,,1,个,211,211,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
728,风口,AH,400*250,,1,个,65,65,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
729,风口,AH,400*400,,2,个,87,174,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
730,风口,AH,450*150,,3,个,54,162,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
731,风口,AH,450*200,,3,个,62,186,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
732,风口,AH,500*1000,,1,个,208,208,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
733,风口,AH,500*1250,,2,个,252,504,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
734,风口,AH,500*200,,1,个,66,66,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
735,风口,AH,500*300,,3,个,84,252,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
736,风口,AH,500*320,,1,个,87,87,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
737,风口,AH,500*400,,1,个,101,101,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
738,风口,AH,500*500,,8,个,119,952,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
739,风口,AH,500*630,,1,个,142,142,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
740,风口,AH,600*1000,,1,个,242,242,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
741,风口,AH,600*1200,,51,个,283,14433,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
742,风口,AH,600*300,,4,个,95,380,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
743,风口,AH,600*400,,36,个,116,4176,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
744,风口,AH,600*600,,5,个,158,790,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
745,风口,AH,600*800,,9,个,200,1800,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
746,风口,AH,630*1000,,6,个,252,1512,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
747,风口,AH,630*1250,,2,个,306,612,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
748,风口,AH,630*250,,2,个,88,176,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
749,风口,AH,630*630,,5,个,171,855,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
750,风口,AH,630*800,,1,个,208,208,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
751,风口,AH,700*1000,,3,个,275,825,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
752,风口,AH,700*200,,1,个,83,83,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
753,风口,AH,800*1000,,13,个,309,4017,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
754,风口,AH,800*1600,,3,个,472,1416,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
755,风口,AH,800*200,,18,个,91,1638,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
756,风口,AH,800*250,,10,个,105,1050,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
757,风口,AH,800*300,,1,个,118,118,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
758,风口,AH,800*320,,8,个,124,992,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
759,风口,AH,800*400,,6,个,145,870,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
760,风口,AH,800*500,,15,个,173,2595,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
761,风口,AH,800*600,,1,个,200,200,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
762,风口,AH,800*630,,3,个,208,624,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
763,风口,AH,800*800,,8,个,254,2032,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
764,风口,AH,900*200,,1,个,99,99,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
765,风口,AH,1400*1100,,1,个,555,555,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
